date,medicine,sale
2024-02-29,Artheget,11
2024-02-29,Amdaquin,13
2024-02-29,Basoquin,13
2024-02-29,Gen-M,15
2024-02-29,Primaquine,7
2024-02-29,Quinine,7
2024-02-29,Mefloquine,9
2024-02-29,Artesunate,6
2024-02-29,Arteether,4
2024-02-29,Sulfadoxine-Pyrimethamine,3
2024-02-29,Artemisinin,4
2024-02-29,Artequin,2
2024-03-01,Coartem,13
2024-03-01,Chloroquine,16
2024-03-01,Fansidar,19
2024-03-01,Artheget,14
2024-03-01,Amdaquin,10
2024-03-01,Basoquin,16
2024-03-01,Gen-M,17
2024-03-01,Primaquine,7
2024-03-01,Quinine,14
2024-03-01,Mefloquine,5
2024-03-01,Artesunate,6
2024-03-01,Arteether,5
2024-03-01,Sulfadoxine-Pyrimethamine,5
2024-03-01,Artemisinin,4
2024-03-01,Artequin,2
2024-03-02,Coartem,14
2024-03-02,Chloroquine,31
2024-03-02,Fansidar,15
2024-03-02,Artheget,16
2024-03-02,Amdaquin,15
2024-03-02,Basoquin,14
2024-03-02,Gen-M,7
2024-03-02,Primaquine,5
2024-03-02,Quinine,7
2024-03-02,Mefloquine,2
2024-03-02,Artesunate,4
2024-03-02,Arteether,1
2024-03-02,Sulfadoxine-Pyrimethamine,3
2024-03-02,Artemisinin,1
2024-03-02,Artequin,1
2024-03-03,Coartem,8
2024-03-03,Chloroquine,20
2024-03-03,Fansidar,11
2024-03-03,Artheget,12
2024-03-03,Amdaquin,8
2024-03-03,Basoquin,12
2024-03-03,Gen-M,10
2024-03-03,Primaquine,6
2024-03-03,Quinine,4
2024-03-03,Mefloquine,6
2024-03-03,Artesunate,3
2024-03-03,Arteether,4
2024-03-03,Sulfadoxine-Pyrimethamine,2
2024-03-03,Artemisinin,2
2024-03-03,Artequin,2
2024-03-04,Coartem,8
2024-03-04,Chloroquine,13
2024-03-04,Fansidar,12
2024-03-04,Artheget,10
2024-03-04,Amdaquin,7
2024-03-04,Basoquin,4
2024-03-04,Gen-M,11
2024-03-04,Primaquine,3
2024-03-04,Quinine,8
2024-03-04,Mefloquine,7
2024-03-04,Artesunate,4
2024-03-04,Arteether,3
2024-03-04,Sulfadoxine-Pyrimethamine,1
2024-03-04,Artemisinin,5
2024-03-04,Artequin,2
2024-03-05,Coartem,22
2024-03-05,Chloroquine,10
2024-03-05,Fansidar,19
2024-03-05,Artheget,6
2024-03-05,Amdaquin,9
2024-03-05,Basoquin,8
2024-03-05,Gen-M,10
2024-03-05,Primaquine,9
2024-03-05,Quinine,7
2024-03-05,Mefloquine,7
2024-03-05,Artesunate,4
2024-03-05,Arteether,5
2024-03-05,Sulfadoxine-Pyrimethamine,5
2024-03-05,Artemisinin,3
2024-03-05,Artequin,3
2024-03-06,Coartem,29
2024-03-06,Chloroquine,9
2024-03-06,Fansidar,12
2024-03-06,Artheget,9
2024-03-06,Amdaquin,10
2024-03-06,Basoquin,13
2024-03-06,Gen-M,11
2024-03-06,Primaquine,14
2024-03-06,Quinine,10
2024-03-06,Mefloquine,7
2024-03-06,Artesunate,4
2024-03-06,Arteether,6
2024-03-06,Sulfadoxine-Pyrimethamine,5
2024-03-06,Artemisinin,3
2024-03-06,Artequin,2
2024-03-07,Coartem,16
2024-03-07,Chloroquine,16
2024-03-07,Fansidar,14
2024-03-07,Artheget,9
2024-03-07,Amdaquin,12
2024-03-07,Basoquin,11
2024-03-07,Gen-M,10
2024-03-07,Primaquine,9
2024-03-07,Quinine,7
2024-03-07,Mefloquine,7
2024-03-07,Artesunate,4
2024-03-07,Arteether,5
2024-03-07,Sulfadoxine-Pyrimethamine,4
2024-03-07,Artemisinin,3
2024-03-07,Artequin,3
2024-03-08,Coartem,23
2024-03-08,Chloroquine,11
2024-03-08,Fansidar,10
2024-03-08,Artheget,8
2024-03-08,Amdaquin,3
2024-03-08,Basoquin,7
2024-03-08,Gen-M,0
2024-03-08,Primaquine,12
2024-03-08,Quinine,13
2024-03-08,Mefloquine,10
2024-03-08,Artesunate,6
2024-03-08,Arteether,4
2024-03-08,Sulfadoxine-Pyrimethamine,3
2024-03-08,Artemisinin,4
2024-03-08,Artequin,3
2024-03-09,Coartem,18
2024-03-09,Chloroquine,6
2024-03-09,Fansidar,11
2024-03-09,Artheget,9
2024-03-09,Amdaquin,5
2024-03-09,Basoquin,20
2024-03-09,Gen-M,11
2024-03-09,Primaquine,11
2024-03-09,Quinine,9
2024-03-09,Mefloquine,7
2024-03-09,Artesunate,5
2024-03-09,Arteether,4
2024-03-09,Sulfadoxine-Pyrimethamine,3
2024-03-09,Artemisinin,2
2024-03-09,Artequin,1
2024-03-10,Coartem,13
2024-03-10,Chloroquine,12
2024-03-10,Fansidar,19
2024-03-10,Artheget,11
2024-03-10,Amdaquin,5
2024-03-10,Basoquin,18
2024-03-10,Gen-M,10
2024-03-10,Primaquine,7
2024-03-10,Quinine,5
2024-03-10,Mefloquine,6
2024-03-10,Artesunate,5
2024-03-10,Arteether,3
2024-03-10,Sulfadoxine-Pyrimethamine,3
2024-03-10,Artemisinin,4
2024-03-10,Artequin,1
2024-03-11,Coartem,18
2024-03-11,Chloroquine,8
2024-03-11,Fansidar,13
2024-03-11,Artheget,12
2024-03-11,Amdaquin,12
2024-03-11,Basoquin,13
2024-03-11,Gen-M,8
2024-03-11,Primaquine,6
2024-03-11,Quinine,8
2024-03-11,Mefloquine,5
2024-03-11,Artesunate,4
2024-03-11,Arteether,4
2024-03-11,Sulfadoxine-Pyrimethamine,3
2024-03-11,Artemisinin,2
2024-03-11,Artequin,2
2024-03-12,Coartem,25
2024-03-12,Chloroquine,24
2024-03-12,Fansidar,12
2024-03-12,Artheget,10
2024-03-12,Amdaquin,15
2024-03-12,Basoquin,11
2024-03-12,Gen-M,16
2024-03-12,Primaquine,6
2024-03-12,Quinine,5
2024-03-12,Mefloquine,6
2024-03-12,Artesunate,4
2024-03-12,Arteether,6
2024-03-12,Sulfadoxine-Pyrimethamine,1
2024-03-12,Artemisinin,2
2024-03-12,Artequin,3
2024-03-13,Coartem,17
2024-03-13,Chloroquine,20
2024-03-13,Fansidar,6
2024-03-13,Artheget,13
2024-03-13,Amdaquin,9
2024-03-13,Basoquin,11
2024-03-13,Gen-M,7
2024-03-13,Primaquine,4
2024-03-13,Quinine,7
2024-03-13,Mefloquine,10
2024-03-13,Artesunate,5
2024-03-13,Arteether,3
2024-03-13,Sulfadoxine-Pyrimethamine,3
2024-03-13,Artemisinin,3
2024-03-13,Artequin,2
2024-03-14,Coartem,25
2024-03-14,Chloroquine,14
2024-03-14,Fansidar,15
2024-03-14,Artheget,11
2024-03-14,Amdaquin,8
2024-03-14,Basoquin,7
2024-03-14,Gen-M,7
2024-03-14,Primaquine,8
2024-03-14,Quinine,5
2024-03-14,Mefloquine,6
2024-03-14,Artesunate,5
2024-03-14,Arteether,3
2024-03-14,Sulfadoxine-Pyrimethamine,3
2024-03-14,Artemisinin,3
2024-03-14,Artequin,2
2024-03-15,Coartem,0
2024-03-15,Chloroquine,22
2024-03-15,Fansidar,15
2024-03-15,Artheget,2
2024-03-15,Amdaquin,9
2024-03-15,Basoquin,11
2024-03-15,Gen-M,16
2024-03-15,Primaquine,1
2024-03-15,Quinine,12
2024-03-15,Mefloquine,6
2024-03-15,Artesunate,6
2024-03-15,Arteether,4
2024-03-15,Sulfadoxine-Pyrimethamine,4
2024-03-15,Artemisinin,2
2024-03-15,Artequin,1
2024-03-16,Coartem,21
2024-03-16,Chloroquine,14
2024-03-16,Fansidar,22
2024-03-16,Artheget,6
2024-03-16,Amdaquin,13
2024-03-16,Basoquin,12
2024-03-16,Gen-M,6
2024-03-16,Primaquine,10
2024-03-16,Quinine,6
2024-03-16,Mefloquine,5
2024-03-16,Artesunate,6
2024-03-16,Arteether,5
2024-03-16,Sulfadoxine-Pyrimethamine,4
2024-03-16,Artemisinin,4
2024-03-16,Artequin,1
2024-03-17,Coartem,17
2024-03-17,Chloroquine,10
2024-03-17,Fansidar,10
2024-03-17,Artheget,10
2024-03-17,Amdaquin,5
2024-03-17,Basoquin,6
2024-03-17,Gen-M,7
2024-03-17,Primaquine,9
2024-03-17,Quinine,9
2024-03-17,Mefloquine,9
2024-03-17,Artesunate,4
2024-03-17,Arteether,4
2024-03-17,Sulfadoxine-Pyrimethamine,5
2024-03-17,Artemisinin,2
2024-03-17,Artequin,3
2024-03-18,Coartem,14
2024-03-18,Chloroquine,22
2024-03-18,Fansidar,12
2024-03-18,Artheget,5
2024-03-18,Amdaquin,9
2024-03-18,Basoquin,12
2024-03-18,Gen-M,8
2024-03-18,Primaquine,9
2024-03-18,Quinine,6
2024-03-18,Mefloquine,10
2024-03-18,Artesunate,6
2024-03-18,Arteether,5
2024-03-18,Sulfadoxine-Pyrimethamine,5
2024-03-18,Artemisinin,3
2024-03-18,Artequin,2
2024-03-19,Coartem,16
2024-03-19,Chloroquine,17
2024-03-19,Fansidar,13
2024-03-19,Artheget,13
2024-03-19,Amdaquin,12
2024-03-19,Basoquin,10
2024-03-19,Gen-M,12
2024-03-19,Primaquine,11
2024-03-19,Quinine,5
2024-03-19,Mefloquine,7
2024-03-19,Artesunate,3
2024-03-19,Arteether,5
2024-03-19,Sulfadoxine-Pyrimethamine,5
2024-03-19,Artemisinin,3
2024-03-19,Artequin,2
2024-03-20,Coartem,5
2024-03-20,Chloroquine,10
2024-03-20,Fansidar,20
2024-03-20,Artheget,18
2024-03-20,Amdaquin,11
2024-03-20,Basoquin,4
2024-03-20,Gen-M,10
2024-03-20,Primaquine,9
2024-03-20,Quinine,8
2024-03-20,Mefloquine,7
2024-03-20,Artesunate,8
2024-03-20,Arteether,5
2024-03-20,Sulfadoxine-Pyrimethamine,4
2024-03-20,Artemisinin,3
2024-03-20,Artequin,1
2024-03-21,Coartem,14
2024-03-21,Chloroquine,13
2024-03-21,Fansidar,11
2024-03-21,Artheget,15
2024-03-21,Amdaquin,9
2024-03-21,Basoquin,7
2024-03-21,Gen-M,4
2024-03-21,Primaquine,12
2024-03-21,Quinine,8
2024-03-21,Mefloquine,7
2024-03-21,Artesunate,4
2024-03-21,Arteether,2
2024-03-21,Sulfadoxine-Pyrimethamine,4
2024-03-21,Artemisinin,4
2024-03-21,Artequin,2
2024-03-22,Coartem,18
2024-03-22,Chloroquine,10
2024-03-22,Fansidar,13
2024-03-22,Artheget,9
2024-03-22,Amdaquin,12
2024-03-22,Basoquin,9
2024-03-22,Gen-M,7
2024-03-22,Primaquine,10
2024-03-22,Quinine,9
2024-03-22,Mefloquine,2
2024-03-22,Artesunate,6
2024-03-22,Arteether,6
2024-03-22,Sulfadoxine-Pyrimethamine,3
2024-03-22,Artemisinin,2
2024-03-22,Artequin,2
2024-03-23,Coartem,27
2024-03-23,Chloroquine,8
2024-03-23,Fansidar,16
2024-03-23,Artheget,18
2024-03-23,Amdaquin,0
2024-03-23,Basoquin,20
2024-03-23,Gen-M,8
2024-03-23,Primaquine,7
2024-03-23,Quinine,2
2024-03-23,Mefloquine,9
2024-03-23,Artesunate,4
2024-03-23,Arteether,6
2024-03-23,Sulfadoxine-Pyrimethamine,5
2024-03-23,Artemisinin,4
2024-03-23,Artequin,1
2024-03-24,Coartem,12
2024-03-24,Chloroquine,19
2024-03-24,Fansidar,12
2024-03-24,Artheget,11
2024-03-24,Amdaquin,11
2024-03-24,Basoquin,13
2024-03-24,Gen-M,8
2024-03-24,Primaquine,8
2024-03-24,Quinine,4
2024-03-24,Mefloquine,7
2024-03-24,Artesunate,4
2024-03-24,Arteether,4
2024-03-24,Sulfadoxine-Pyrimethamine,6
2024-03-24,Artemisinin,3
2024-03-24,Artequin,2
2024-03-25,Coartem,11
2024-03-25,Chloroquine,25
2024-03-25,Fansidar,10
2024-03-25,Artheget,9
2024-03-25,Amdaquin,6
2024-03-25,Basoquin,6
2024-03-25,Gen-M,10
2024-03-25,Primaquine,3
2024-03-25,Quinine,10
2024-03-25,Mefloquine,7
2024-03-25,Artesunate,7
2024-03-25,Arteether,2
2024-03-25,Sulfadoxine-Pyrimethamine,4
2024-03-25,Artemisinin,4
2024-03-25,Artequin,2
2024-03-26,Coartem,12
2024-03-26,Chloroquine,6
2024-03-26,Fansidar,12
2024-03-26,Artheget,8
2024-03-26,Amdaquin,2
2024-03-26,Basoquin,13
2024-03-26,Gen-M,10
2024-03-26,Primaquine,6
2024-03-26,Quinine,5
2024-03-26,Mefloquine,5
2024-03-26,Artesunate,4
2024-03-26,Arteether,2
2024-03-26,Sulfadoxine-Pyrimethamine,6
2024-03-26,Artemisinin,1
2024-03-26,Artequin,2
2024-03-27,Coartem,21
2024-03-27,Chloroquine,17
2024-03-27,Fansidar,17
2024-03-27,Artheget,9
2024-03-27,Amdaquin,10
2024-03-27,Basoquin,4
2024-03-27,Gen-M,2
2024-03-27,Primaquine,7
2024-03-27,Quinine,8
2024-03-27,Mefloquine,6
2024-03-27,Artesunate,8
2024-03-27,Arteether,4
2024-03-27,Sulfadoxine-Pyrimethamine,2
2024-03-27,Artemisinin,3
2024-03-27,Artequin,0
2024-03-28,Coartem,18
2024-03-28,Chloroquine,11
2024-03-28,Fansidar,7
2024-03-28,Artheget,9
2024-03-28,Amdaquin,14
2024-03-28,Basoquin,15
2024-03-28,Gen-M,13
2024-03-28,Primaquine,10
2024-03-28,Quinine,4
2024-03-28,Mefloquine,6
2024-03-28,Artesunate,5
2024-03-28,Arteether,3
2024-03-28,Sulfadoxine-Pyrimethamine,2
2024-03-28,Artemisinin,4
2024-03-28,Artequin,1
2024-03-29,Coartem,12
2024-03-29,Chloroquine,12
2024-03-29,Fansidar,12
2024-03-29,Artheget,11
2024-03-29,Amdaquin,8
2024-03-29,Basoquin,9
2024-03-29,Gen-M,10
2024-03-29,Primaquine,6
2024-03-29,Quinine,9
2024-03-29,Mefloquine,9
2024-03-29,Artesunate,6
2024-03-29,Arteether,2
2024-03-29,Sulfadoxine-Pyrimethamine,5
2024-03-29,Artemisinin,2
2024-03-29,Artequin,2
2024-03-30,Coartem,19
2024-03-30,Chloroquine,11
2024-03-30,Fansidar,8
2024-03-30,Artheget,11
2024-03-30,Amdaquin,12
2024-03-30,Basoquin,10
2024-03-30,Gen-M,13
2024-03-30,Primaquine,5
2024-03-30,Quinine,9
2024-03-30,Mefloquine,6
2024-03-30,Artesunate,5
2024-03-30,Arteether,2
2024-03-30,Sulfadoxine-Pyrimethamine,4
2024-03-30,Artemisinin,2
2024-03-30,Artequin,1
2024-03-31,Coartem,18
2024-03-31,Chloroquine,11
2024-03-31,Fansidar,19
2024-03-31,Artheget,11
2024-03-31,Amdaquin,16
2024-03-31,Basoquin,17
2024-03-31,Gen-M,11
2024-03-31,Primaquine,4
2024-03-31,Quinine,10
2024-03-31,Mefloquine,11
2024-03-31,Artesunate,6
2024-03-31,Arteether,3
2024-03-31,Sulfadoxine-Pyrimethamine,5
2024-03-31,Artemisinin,2
2024-03-31,Artequin,2
2024-04-01,Coartem,23
2024-04-01,Chloroquine,15
2024-04-01,Fansidar,5
2024-04-01,Artheget,13
2024-04-01,Amdaquin,14
2024-04-01,Basoquin,6
2024-04-01,Gen-M,13
2024-04-01,Primaquine,7
2024-04-01,Quinine,10
2024-04-01,Mefloquine,8
2024-04-01,Artesunate,3
2024-04-01,Arteether,4
2024-04-01,Sulfadoxine-Pyrimethamine,4
2024-04-01,Artemisinin,2
2024-04-01,Artequin,3
2024-04-02,Coartem,11
2024-04-02,Chloroquine,10
2024-04-02,Fansidar,9
2024-04-02,Artheget,15
2024-04-02,Amdaquin,15
2024-04-02,Basoquin,5
2024-04-02,Gen-M,10
2024-04-02,Primaquine,13
2024-04-02,Quinine,11
2024-04-02,Mefloquine,4
2024-04-02,Artesunate,4
2024-04-02,Arteether,5
2024-04-02,Sulfadoxine-Pyrimethamine,3
2024-04-02,Artemisinin,3
2024-04-02,Artequin,2
2024-04-03,Coartem,13
2024-04-03,Chloroquine,16
2024-04-03,Fansidar,13
2024-04-03,Artheget,14
2024-04-03,Amdaquin,11
2024-04-03,Basoquin,8
2024-04-03,Gen-M,13
2024-04-03,Primaquine,9
2024-04-03,Quinine,5
2024-04-03,Mefloquine,6
2024-04-03,Artesunate,6
2024-04-03,Arteether,4
2024-04-03,Sulfadoxine-Pyrimethamine,3
2024-04-03,Artemisinin,5
2024-04-03,Artequin,1
2024-04-04,Coartem,14
2024-04-04,Chloroquine,15
2024-04-04,Fansidar,20
2024-04-04,Artheget,5
2024-04-04,Amdaquin,10
2024-04-04,Basoquin,16
2024-04-04,Gen-M,11
2024-04-04,Primaquine,11
2024-04-04,Quinine,6
2024-04-04,Mefloquine,5
2024-04-04,Artesunate,4
2024-04-04,Arteether,3
2024-04-04,Sulfadoxine-Pyrimethamine,2
2024-04-04,Artemisinin,2
2024-04-04,Artequin,2
2024-04-05,Coartem,8
2024-04-05,Chloroquine,14
2024-04-05,Fansidar,12
2024-04-05,Artheget,1
2024-04-05,Amdaquin,4
2024-04-05,Basoquin,5
2024-04-05,Gen-M,9
2024-04-05,Primaquine,7
2024-04-05,Quinine,10
2024-04-05,Mefloquine,2
2024-04-05,Artesunate,5
2024-04-05,Arteether,4
2024-04-05,Sulfadoxine-Pyrimethamine,3
2024-04-05,Artemisinin,2
2024-04-05,Artequin,2
2024-04-06,Coartem,19
2024-04-06,Chloroquine,11
2024-04-06,Fansidar,10
2024-04-06,Artheget,15
2024-04-06,Amdaquin,9
2024-04-06,Basoquin,0
2024-04-06,Gen-M,18
2024-04-06,Primaquine,5
2024-04-06,Quinine,10
2024-04-06,Mefloquine,10
2024-04-06,Artesunate,3
2024-04-06,Arteether,4
2024-04-06,Sulfadoxine-Pyrimethamine,5
2024-04-06,Artemisinin,3
2024-04-06,Artequin,1
2024-04-07,Coartem,23
2024-04-07,Chloroquine,16
2024-04-07,Fansidar,25
2024-04-07,Artheget,8
2024-04-07,Amdaquin,9
2024-04-07,Basoquin,12
2024-04-07,Gen-M,15
2024-04-07,Primaquine,7
2024-04-07,Quinine,7
2024-04-07,Mefloquine,9
2024-04-07,Artesunate,5
2024-04-07,Arteether,5
2024-04-07,Sulfadoxine-Pyrimethamine,5
2024-04-07,Artemisinin,2
2024-04-07,Artequin,3
2024-04-08,Coartem,16
2024-04-08,Chloroquine,19
2024-04-08,Fansidar,5
2024-04-08,Artheget,10
2024-04-08,Amdaquin,17
2024-04-08,Basoquin,13
2024-04-08,Gen-M,11
2024-04-08,Primaquine,8
2024-04-08,Quinine,6
2024-04-08,Mefloquine,8
2024-04-08,Artesunate,6
2024-04-08,Arteether,4
2024-04-08,Sulfadoxine-Pyrimethamine,4
2024-04-08,Artemisinin,2
2024-04-08,Artequin,1
2024-04-09,Coartem,17
2024-04-09,Chloroquine,20
2024-04-09,Fansidar,4
2024-04-09,Artheget,8
2024-04-09,Amdaquin,10
2024-04-09,Basoquin,18
2024-04-09,Gen-M,6
2024-04-09,Primaquine,4
2024-04-09,Quinine,7
2024-04-09,Mefloquine,8
2024-04-09,Artesunate,4
2024-04-09,Arteether,5
2024-04-09,Sulfadoxine-Pyrimethamine,2
2024-04-09,Artemisinin,3
2024-04-09,Artequin,2
2024-04-10,Coartem,7
2024-04-10,Chloroquine,9
2024-04-10,Fansidar,14
2024-04-10,Artheget,3
2024-04-10,Amdaquin,9
2024-04-10,Basoquin,9
2024-04-10,Gen-M,4
2024-04-10,Primaquine,6
2024-04-10,Quinine,4
2024-04-10,Mefloquine,4
2024-04-10,Artesunate,6
2024-04-10,Arteether,5
2024-04-10,Sulfadoxine-Pyrimethamine,3
2024-04-10,Artemisinin,2
2024-04-10,Artequin,1
2024-04-11,Coartem,13
2024-04-11,Chloroquine,15
2024-04-11,Fansidar,9
2024-04-11,Artheget,12
2024-04-11,Amdaquin,11
2024-04-11,Basoquin,9
2024-04-11,Gen-M,10
2024-04-11,Primaquine,7
2024-04-11,Quinine,4
2024-04-11,Mefloquine,5
2024-04-11,Artesunate,5
2024-04-11,Arteether,4
2024-04-11,Sulfadoxine-Pyrimethamine,2
2024-04-11,Artemisinin,4
2024-04-11,Artequin,2
2024-04-12,Coartem,13
2024-04-12,Chloroquine,18
2024-04-12,Fansidar,6
2024-04-12,Artheget,13
2024-04-12,Amdaquin,9
2024-04-12,Basoquin,15
2024-04-12,Gen-M,9
2024-04-12,Primaquine,5
2024-04-12,Quinine,4
2024-04-12,Mefloquine,8
2024-04-12,Artesunate,4
2024-04-12,Arteether,3
2024-04-12,Sulfadoxine-Pyrimethamine,5
2024-04-12,Artemisinin,1
2024-04-12,Artequin,2
2024-04-13,Coartem,11
2024-04-13,Chloroquine,5
2024-04-13,Fansidar,15
2024-04-13,Artheget,8
2024-04-13,Amdaquin,15
2024-04-13,Basoquin,3
2024-04-13,Gen-M,7
2024-04-13,Primaquine,3
2024-04-13,Quinine,7
2024-04-13,Mefloquine,4
2024-04-13,Artesunate,4
2024-04-13,Arteether,5
2024-04-13,Sulfadoxine-Pyrimethamine,3
2024-04-13,Artemisinin,4
2024-04-13,Artequin,2
2024-04-14,Coartem,15
2024-04-14,Chloroquine,17
2024-04-14,Fansidar,13
2024-04-14,Artheget,0
2024-04-14,Amdaquin,6
2024-04-14,Basoquin,9
2024-04-14,Gen-M,9
2024-04-14,Primaquine,9
2024-04-14,Quinine,8
2024-04-14,Mefloquine,1
2024-04-14,Artesunate,4
2024-04-14,Arteether,3
2024-04-14,Sulfadoxine-Pyrimethamine,2
2024-04-14,Artemisinin,4
2024-04-14,Artequin,2
2024-04-15,Coartem,18
2024-04-15,Chloroquine,10
2024-04-15,Fansidar,9
2024-04-15,Artheget,8
2024-04-15,Amdaquin,9
2024-04-15,Basoquin,11
2024-04-15,Gen-M,14
2024-04-15,Primaquine,8
2024-04-15,Quinine,8
2024-04-15,Mefloquine,6
2024-04-15,Artesunate,4
2024-04-15,Arteether,2
2024-04-15,Sulfadoxine-Pyrimethamine,4
2024-04-15,Artemisinin,3
2024-04-15,Artequin,2
2024-04-16,Coartem,27
2024-04-16,Chloroquine,17
2024-04-16,Fansidar,5
2024-04-16,Artheget,12
2024-04-16,Amdaquin,6
2024-04-16,Basoquin,12
2024-04-16,Gen-M,11
2024-04-16,Primaquine,10
2024-04-16,Quinine,6
2024-04-16,Mefloquine,6
2024-04-16,Artesunate,6
2024-04-16,Arteether,2
2024-04-16,Sulfadoxine-Pyrimethamine,3
2024-04-16,Artemisinin,3
2024-04-16,Artequin,2
2024-04-17,Coartem,16
2024-04-17,Chloroquine,10
2024-04-17,Fansidar,16
2024-04-17,Artheget,4
2024-04-17,Amdaquin,4
2024-04-17,Basoquin,9
2024-04-17,Gen-M,5
2024-04-17,Primaquine,5
2024-04-17,Quinine,6
2024-04-17,Mefloquine,7
2024-04-17,Artesunate,4
2024-04-17,Arteether,3
2024-04-17,Sulfadoxine-Pyrimethamine,5
2024-04-17,Artemisinin,3
2024-04-17,Artequin,2
2024-04-18,Coartem,17
2024-04-18,Chloroquine,4
2024-04-18,Fansidar,14
2024-04-18,Artheget,11
2024-04-18,Amdaquin,6
2024-04-18,Basoquin,11
2024-04-18,Gen-M,8
2024-04-18,Primaquine,10
2024-04-18,Quinine,7
2024-04-18,Mefloquine,8
2024-04-18,Artesunate,7
2024-04-18,Arteether,4
2024-04-18,Sulfadoxine-Pyrimethamine,3
2024-04-18,Artemisinin,2
2024-04-18,Artequin,2
2024-04-19,Coartem,18
2024-04-19,Chloroquine,7
2024-04-19,Fansidar,13
2024-04-19,Artheget,12
2024-04-19,Amdaquin,10
2024-04-19,Basoquin,2
2024-04-19,Gen-M,7
2024-04-19,Primaquine,13
2024-04-19,Quinine,5
2024-04-19,Mefloquine,8
2024-04-19,Artesunate,6
2024-04-19,Arteether,3
2024-04-19,Sulfadoxine-Pyrimethamine,2
2024-04-19,Artemisinin,1
2024-04-19,Artequin,3
2024-04-20,Coartem,5
2024-04-20,Chloroquine,16
2024-04-20,Fansidar,22
2024-04-20,Artheget,14
2024-04-20,Amdaquin,8
2024-04-20,Basoquin,9
2024-04-20,Gen-M,8
2024-04-20,Primaquine,9
2024-04-20,Quinine,10
2024-04-20,Mefloquine,7
2024-04-20,Artesunate,4
2024-04-20,Arteether,4
2024-04-20,Sulfadoxine-Pyrimethamine,1
2024-04-20,Artemisinin,2
2024-04-20,Artequin,2
2024-04-21,Coartem,16
2024-04-21,Chloroquine,16
2024-04-21,Fansidar,7
2024-04-21,Artheget,11
2024-04-21,Amdaquin,6
2024-04-21,Basoquin,13
2024-04-21,Gen-M,8
2024-04-21,Primaquine,7
2024-04-21,Quinine,11
2024-04-21,Mefloquine,9
2024-04-21,Artesunate,6
2024-04-21,Arteether,3
2024-04-21,Sulfadoxine-Pyrimethamine,4
2024-04-21,Artemisinin,3
2024-04-21,Artequin,1
2024-04-22,Coartem,16
2024-04-22,Chloroquine,9
2024-04-22,Fansidar,4
2024-04-22,Artheget,6
2024-04-22,Amdaquin,3
2024-04-22,Basoquin,7
2024-04-22,Gen-M,7
2024-04-22,Primaquine,9
2024-04-22,Quinine,6
2024-04-22,Mefloquine,3
2024-04-22,Artesunate,6
2024-04-22,Arteether,3
2024-04-22,Sulfadoxine-Pyrimethamine,3
2024-04-22,Artemisinin,2
2024-04-22,Artequin,2
2024-04-23,Coartem,31
2024-04-23,Chloroquine,18
2024-04-23,Fansidar,8
2024-04-23,Artheget,15
2024-04-23,Amdaquin,8
2024-04-23,Basoquin,11
2024-04-23,Gen-M,4
2024-04-23,Primaquine,7
2024-04-23,Quinine,6
2024-04-23,Mefloquine,7
2024-04-23,Artesunate,2
2024-04-23,Arteether,2
2024-04-23,Sulfadoxine-Pyrimethamine,2
2024-04-23,Artemisinin,2
2024-04-23,Artequin,3
2024-04-24,Coartem,14
2024-04-24,Chloroquine,5
2024-04-24,Fansidar,11
2024-04-24,Artheget,9
2024-04-24,Amdaquin,3
2024-04-24,Basoquin,12
2024-04-24,Gen-M,8
2024-04-24,Primaquine,6
2024-04-24,Quinine,10
2024-04-24,Mefloquine,8
2024-04-24,Artesunate,3
2024-04-24,Arteether,4
2024-04-24,Sulfadoxine-Pyrimethamine,5
2024-04-24,Artemisinin,3
2024-04-24,Artequin,3
2024-04-25,Coartem,18
2024-04-25,Chloroquine,14
2024-04-25,Fansidar,13
2024-04-25,Artheget,10
2024-04-25,Amdaquin,12
2024-04-25,Basoquin,10
2024-04-25,Gen-M,7
2024-04-25,Primaquine,10
2024-04-25,Quinine,7
2024-04-25,Mefloquine,4
2024-04-25,Artesunate,5
2024-04-25,Arteether,4
2024-04-25,Sulfadoxine-Pyrimethamine,5
2024-04-25,Artemisinin,3
2024-04-25,Artequin,3
2024-04-26,Coartem,15
2024-04-26,Chloroquine,8
2024-04-26,Fansidar,10
2024-04-26,Artheget,6
2024-04-26,Amdaquin,9
2024-04-26,Basoquin,11
2024-04-26,Gen-M,0
2024-04-26,Primaquine,8
2024-04-26,Quinine,9
2024-04-26,Mefloquine,3
2024-04-26,Artesunate,2
2024-04-26,Arteether,4
2024-04-26,Sulfadoxine-Pyrimethamine,4
2024-04-26,Artemisinin,4
2024-04-26,Artequin,2
2024-04-27,Coartem,9
2024-04-27,Chloroquine,11
2024-04-27,Fansidar,14
2024-04-27,Artheget,9
2024-04-27,Amdaquin,4
2024-04-27,Basoquin,7
2024-04-27,Gen-M,16
2024-04-27,Primaquine,12
2024-04-27,Quinine,7
2024-04-27,Mefloquine,5
2024-04-27,Artesunate,8
2024-04-27,Arteether,4
2024-04-27,Sulfadoxine-Pyrimethamine,5
2024-04-27,Artemisinin,3
2024-04-27,Artequin,2
2024-04-28,Coartem,23
2024-04-28,Chloroquine,15
2024-04-28,Fansidar,6
2024-04-28,Artheget,7
2024-04-28,Amdaquin,8
2024-04-28,Basoquin,10
2024-04-28,Gen-M,13
